1,0.99981
2,0.99962
3,0.999429
4,0.999239
5,0.999049
6,0.998859
7,0.998669
8,0.998478
9,0.998288
10,0.998098
11,0.997908
12,0.997718
13,0.997528
14,0.997338
15,0.997148
16,0.996958
17,0.996768
18,0.996578
19,0.996388
20,0.996198
21,0.996008
22,0.995818
23,0.995628
24,0.995438
25,0.995248
26,0.995058
27,0.994868
28,0.994678
29,0.994488
30,0.994298
31,0.994108
32,0.993919
33,0.993729
34,0.993539
35,0.993349
36,0.993159
37,0.992969
38,0.99278
39,0.99259
40,0.9924
41,0.991957
42,0.991767
43,0.991324
44,0.991134
45,0.990691
46,0.990501
47,0.990058
48,0.989868
49,0.989424
50,0.989235
51,0.988791
52,0.988602
53,0.988158
54,0.987969
55,0.987525
56,0.987336
57,0.986893
58,0.986703
59,0.98626
60,0.98607
61,0.985627
62,0.985437
63,0.984994
64,0.984821
65,0.984394
66,0.984223
67,0.983796
68,0.983625
69,0.983199
70,0.983028
71,0.982603
72,0.982433
73,0.982008
74,0.981838
75,0.981414
76,0.981244
77,0.980821
78,0.980842
79,0.980229
80,0.98025
81,0.979638
82,0.97966
83,0.979047
84,0.97907
85,0.978458
86,0.978481
87,0.97787
88,0.977894
89,0.977283
90,0.977307
91,0.976697
92,0.976722
93,0.976112
94,0.976137
95,0.975528
96,0.975554
97,0.974945
98,0.974971
99,0.974363
100,0.97439
101,0.973782
102,0.973809
103,0.973202
104,0.97323
105,0.972623
106,0.972652
107,0.972046
108,0.972074
109,0.971469
110,0.971498
111,0.970893
112,0.970922
113,0.970318
114,0.970348
115,0.969744
116,0.969775
117,0.969171
118,0.969202
119,0.968599
120,0.968441
121,0.968029
122,0.96787
123,0.967458
124,0.967299
125,0.966887
126,0.966729
127,0.966316
128,0.966158
129,0.965746
130,0.965587
131,0.965175
132,0.965017
133,0.964574
134,0.964385
135,0.963942
136,0.963753
137,0.96331
138,0.963121
139,0.962678
140,0.962489
141,0.962046
142,0.961857
143,0.961414
144,0.961225
145,0.960782
146,0.960593
147,0.960151
148,0.959961
149,0.959519
150,0.95933
151,0.959331
152,0.959332
153,0.959333
154,0.959334
155,0.959335
156,0.959336
157,0.959337
158,0.959338
159,0.959339
160,0.95915
161,0.958961
162,0.958772
163,0.958583
164,0.958394
165,0.957788
166,0.957789
167,0.95779
168,0.957791
169,0.957793
170,0.957794
171,0.957795
172,0.957796
173,0.957798
174,0.957799
175,0.9578
176,0.957801
177,0.957803
178,0.957804
179,0.957805
180,0.957807
181,0.957808
182,0.957809
183,0.95781
184,0.957812
185,0.957813
186,0.957814
187,0.957815
188,0.957817
189,0.957818
190,0.957819
191,0.957821
192,0.957822
193,0.957823
194,0.957824
195,0.957826
196,0.957827
197,0.957828
198,0.957829
199,0.957831
200,0.957642
201,0.957453
202,0.957264
203,0.957075
204,0.956887
205,0.956698
206,0.956509
207,0.95632
208,0.956131
209,0.955942
210,0.955753
211,0.955565
212,0.955376
213,0.955187
214,0.954998
215,0.954809
216,0.95462
217,0.954432
218,0.954243
219,0.954054
220,0.953865
221,0.953676
222,0.953658
223,0.953469
224,0.95328
225,0.953091
226,0.952902
227,0.952713
228,0.952525
229,0.952336
230,0.952147
231,0.951705
232,0.951516
233,0.951074
234,0.950885
235,0.950443
236,0.950254
237,0.949812
238,0.949623
239,0.949181
240,0.948992
241,0.94855
242,0.948362
243,0.947919
244,0.947731
245,0.947289
246,0.9471
247,0.946658
248,0.946469
249,0.946027
250,0.945838
251,0.945396
252,0.945208
253,0.944765
254,0.944577
255,0.944135
256,0.943946
257,0.943504
258,0.943315
259,0.942873
260,0.942685
261,0.942259
262,0.942087
263,0.941662
264,0.941491
265,0.941066
266,0.940895
267,0.940471
268,0.940301
269,0.939877
270,0.939708
271,0.939284
272,0.939115
273,0.938692
274,0.938714
275,0.938102
276,0.938124
277,0.937512
278,0.937534
279,0.936923
280,0.936946
281,0.936335
282,0.936358
283,0.935748
284,0.935772
285,0.935162
286,0.935187
287,0.934578
288,0.934602
289,0.933994
290,0.933829
291,0.933411
292,0.933246
293,0.932828
294,0.932854
295,0.932245
296,0.932081
297,0.931664
298,0.9315
299,0.931082
300,0.930918
301,0.9305
302,0.930336
303,0.929919
304,0.929755
305,0.929337
306,0.929173
307,0.928755
308,0.928591
309,0.928174
310,0.928163
311,0.928189
312,0.928025
313,0.927607
314,0.927443
315,0.927026
316,0.926862
317,0.926444
318,0.92628
319,0.925863
320,0.925699
321,0.925281
322,0.925093
323,0.924689
324,0.924539
325,0.924135
326,0.923986
327,0.923582
328,0.923433
329,0.923031
330,0.922882
331,0.92248
332,0.922522
333,0.922563
334,0.922605
335,0.922646
336,0.922688
337,0.922729
338,0.922771
339,0.922812
340,0.922854
341,0.922895
342,0.922937
343,0.922979
344,0.92302
345,0.923038
346,0.923057
347,0.923097
348,0.922949
349,0.92299
350,0.923032
351,0.923073
352,0.923115
353,0.923156
354,0.923198
355,0.923239
356,0.923281
357,0.923322
358,0.923364
359,0.923405
360,0.923447
361,0.923488
362,0.92353
363,0.923572
364,0.923613
365,0.923655
366,0.923696
367,0.923738
368,0.923779
369,0.923821
370,0.923862
371,0.923904
372,0.923946
373,0.923987
374,0.924029
375,0.92407
376,0.924112
377,0.924153
378,0.924195
379,0.924236
380,0.924278
381,0.924319
382,0.924361
383,0.924402
384,0.924444
385,0.924486
386,0.924527
387,0.924568
388,0.92461
389,0.924651
390,0.924693
391,0.924735
392,0.924737
393,0.924739
394,0.924741
395,0.924743
396,0.924744
397,0.924747
398,0.924748
399,0.92475
400,0.924752
401,0.924754
402,0.924756
403,0.924758
404,0.92476
405,0.924725
406,0.924727
407,0.924539
408,0.924351
409,0.924163
410,0.923975
411,0.923787
412,0.923599
413,0.92341
414,0.923222
415,0.923034
416,0.922846
417,0.922658
418,0.92247
419,0.922282
420,0.922094
421,0.921905
422,0.921771
423,0.921583
424,0.921395
425,0.921206
426,0.921018
427,0.92083
428,0.92073
429,0.920541
430,0.920353
431,0.920165
432,0.919977
433,0.919789
434,0.919601
435,0.919413
436,0.919225
437,0.919037
438,0.918849
439,0.918661
440,0.918473
441,0.918285
442,0.918097
443,0.917909
444,0.917721
445,0.917533
446,0.917345
447,0.916904
448,0.916716
449,0.916274
450,0.916086
451,0.915645
452,0.915457
453,0.915016
454,0.914828
455,0.914386
456,0.914199
457,0.913757
458,0.913569
459,0.913128
460,0.91294
461,0.912499
462,0.912311
463,0.91187
464,0.911682
465,0.911241
466,0.911053
467,0.910612
468,0.910424
469,0.909983
470,0.909795
471,0.909354
472,0.909166
473,0.908725
474,0.908537
475,0.908096
476,0.907931
477,0.907513
478,0.907349
479,0.906932
480,0.906958
481,0.906351
482,0.906379
483,0.905772
484,0.905799
485,0.905827
486,0.905665
487,0.905249
488,0.905086
489,0.90467
490,0.904508
491,0.904092
492,0.903929
493,0.903514
494,0.903351
495,0.902935
496,0.902773
497,0.902357
498,0.902194
499,0.901779
500,0.901616
501,0.9012
502,0.901038
503,0.900622
504,0.90046
505,0.900044
506,0.899882
507,0.899466
508,0.899304
509,0.898888
510,0.898726
511,0.898309
512,0.898147
513,0.897732
514,0.897569
515,0.897153
516,0.896991
517,0.896575
518,0.896413
519,0.895997
520,0.895822
521,0.895394
522,0.895218
523,0.89479
524,0.894615
525,0.894186
526,0.894011
527,0.893583
528,0.893408
529,0.892979
530,0.892804
531,0.892375
532,0.8922
533,0.891772
534,0.891597
535,0.891168
536,0.890993
537,0.890565
538,0.89039
539,0.889961
540,0.889787
541,0.889358
542,0.889183
543,0.888755
544,0.88858
545,0.888151
546,0.887976
547,0.887548
548,0.887373
549,0.886944
550,0.886769
551,0.886785
552,0.8868
553,0.886815
554,0.88683
555,0.886845
556,0.88686
557,0.886875
558,0.88689
559,0.886905
560,0.88692
561,0.886745
562,0.886708
563,0.886696
564,0.886684
565,0.886672
566,0.886659
567,0.886647
568,0.886635
569,0.886622
570,0.886611
571,0.886448
572,0.886284
573,0.886121
574,0.885958
575,0.885795
576,0.88582
577,0.885847
578,0.885874
579,0.885902
580,0.885928
581,0.885956
582,0.885983
583,0.88601
584,0.886037
585,0.886064
586,0.886091
587,0.886118
588,0.886145
589,0.886172
590,0.886199
591,0.886226
592,0.886253
593,0.88628
594,0.886307
595,0.886334
596,0.886362
597,0.886389
598,0.886416
599,0.886443
600,0.88647
601,0.886497
602,0.886524
