1,0.99981,1
2,0.99962,1
3,0.999429,1
4,0.999239,1
5,0.999049,1
6,0.998859,1
7,0.998669,1
8,0.998478,1
9,0.998288,1
10,0.998098,1
11,0.997908,1
12,0.997718,1
13,0.997528,1
14,0.997338,1
15,0.997148,1
16,0.996958,1
17,0.996768,1
18,0.996578,1
19,0.996388,1
20,0.996198,1
21,0.996008,1
22,0.995818,1
23,0.995628,1
24,0.995628,1
25,0.995628,1
26,0.995629,1
27,0.995629,1
28,0.995629,1
29,0.99563,1
30,0.99563,1
31,0.99563,1
32,0.99563,1
33,0.995631,1
34,0.995631,1
35,0.995631,1
36,0.995632,1
37,0.995632,1
38,0.995632,1
39,0.995632,1
40,0.995633,1
41,0.995633,1
42,0.995633,1
43,0.995634,1
44,0.995634,1
45,0.995634,1
46,0.995635,1
47,0.995635,1
48,0.995635,1
49,0.995635,1
50,0.995636,1
51,0.995636,1
52,0.995446,1
53,0.995002,1
54,0.994812,1
55,0.994369,1
56,0.994179,1
57,0.993735,1
58,0.993546,1
59,0.993102,1
60,0.992912,1
61,0.992469,1
62,0.992279,1
63,0.991835,1
64,0.991645,1
65,0.991202,1
66,0.991012,1
67,0.990569,1
68,0.990379,1
69,0.989935,1
70,0.98975,1
71,0.989312,1
72,0.989127,1
73,0.988688,1
74,0.988503,1
75,0.988065,1
76,0.98788,1
77,0.987442,1
78,0.987257,1
79,0.986818,1
80,0.986633,1
81,0.986195,1
82,0.98601,1
83,0.985572,1
84,0.985387,1
85,0.984949,1
86,0.984764,1
87,0.984325,1
88,0.98414,1
89,0.983702,1
90,0.983517,1
91,0.983079,1
92,0.982894,1
93,0.982456,1
94,0.982271,1
95,0.981833,1
96,0.981648,1
97,0.98121,1
98,0.981025,1
99,0.980587,1
100,0.980402,1
101,0.979964,1
102,0.979779,1
103,0.979341,1
104,0.979156,1
105,0.978718,1
106,0.978533,1
107,0.978095,1
108,0.97791,1
109,0.977472,1
110,0.977287,1
111,0.976849,1
112,0.976664,1
113,0.976226,1
114,0.976041,1
115,0.975603,1
116,0.975418,1
117,0.97498,1
118,0.974795,1
119,0.974358,1
120,0.974173,1
121,0.973735,1
122,0.97355,1
123,0.973112,1
124,0.972927,1
125,0.972489,1
126,0.972305,1
127,0.971866,1
128,0.971682,1
129,0.971244,1
130,0.971059,1
131,0.970621,1
